,bookID,title,authors,quantity
367,1265,Leadership,Rudolph W. Giuliani,7
368,1274,Men Are from Mars  Women Are from Venus,John Gray,11
369,1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,11
370,1281,Men Are from Mars  Women Are from Venus,John Gray,15
371,1290,How to Succeed with Women,Ron  Louis/David Copeland,15
372,1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,19
373,1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,23
374,1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,23
375,1302,Juiced Official Strategy Guide,Doug Walsh,11
376,1303,The 48 Laws of Power,Robert Greene/Joost Elffers,15
377,1305,Gates of Fire,Steven Pressfield,7
378,1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,7
379,1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,7
380,1315,The Afghan Campaign,Steven Pressfield,11
381,1317,Tides of War,Steven Pressfield,11
382,1318,Last of the Amazons,Steven Pressfield,15
383,1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,7
384,1320,Gita on the Green,Stephen J. Rosen/Steven Pressfield,23
385,1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,15
386,1326,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,15
387,1327,Phaedrus,Plato/Robin Waterfield,15
388,1328,Phaedrus,Plato/C.J. Rowe,19
389,1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,23
390,1337,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,7
391,1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,23
392,1342,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,19
393,1351,Statesman,Plato/C.J. Rowe,19
394,1354,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,23
395,1362,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,11
396,1363,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,19
397,1364,The History (Great Minds),Herodotus/Henry Francis Cary,19
398,1365,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,23
399,1366,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,23
400,1367,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,7
401,1368,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,7
402,1369,The History,Herodotus/Peter Grene,19
403,1371,The Iliad,Homer/Robert Fagles/Bernard Knox,19
404,1373,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,23
405,1374,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,11
406,1375,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,11
407,1376,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,19
408,1377,The Iliad,Homer/W.H.D. Rouse,11
409,1378,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,7
410,1381,The Odyssey,Homer/Robert Fagles/Bernard Knox,11
411,1382,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,7
412,1383,The Odyssey,Homer/Richmond Lattimore,23
413,1384,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,7
414,1387,The Odyssey,Homer/W.H.D. Rouse,11
415,1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,19
416,1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,23
417,1403,City Eclogue,Ed Roberson,19
418,1405,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,7
419,1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,15
420,1417,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,15
421,1419,The Complete Works,William Shakespeare,15
422,1420,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,15
423,1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,15
424,1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,11
425,1425,The Valkyries,Paulo Coelho/Alan R. Clarke,19
426,1426,Warrior of the Light,Paulo Coelho,7
427,1427,The Zahir,Paulo Coelho/Margaret Jull Costa,7
428,1428,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,11
429,1429,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,11
430,1431,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,7
431,1433,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,7
432,1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,19
433,1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,7
434,1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,7
435,1440,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,23
436,1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,15
437,1444,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,19
438,1445,The Peloponnesian War,Thucydides/Steven Lattimore,11
439,1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,11
440,1459,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,23
441,1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,23
442,1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,19
443,1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,15
444,1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,23
445,1466,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,15
446,1467,Ten Plays,Euripides/Moses Hadas/John Maclean,11
447,1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,11
448,1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,19
449,1473,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,11
450,1474,Cyclops / Alcestis / Medea,Euripides/David Kovacs,23
451,1475,Medea,Euripides/Donald J. Mastronarde,23
452,1476,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,11
453,1479,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,23
454,1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,7
455,1486,The Trojan Women and Hippolytus,Euripides,23
456,1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,11
457,1489,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,7
458,1491,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,23
459,1494,Alcestis,Euripides/William Arrowsmith,7
460,1495,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,11
461,1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,11
462,1504,Euripides: Medea,William Allan,7
463,1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,11
464,1509,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,11
465,1510,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,11
466,1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,19
467,1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,11
468,1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,23
469,1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,11
470,1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,7
471,1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,15
472,1521,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,19
473,1523,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,19
474,1525,The Oresteia,Aeschylus/Ted Hughes,11
475,1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,11
476,1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,23
477,1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,7
478,1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,23
479,1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,15
480,1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,7
481,1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,7
482,1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,7
483,1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,23
484,1538,The Complete Plays,Sophocles/Paul Roche,11
485,1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,23
486,1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,23
487,1546,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,15
488,1547,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,15
489,1548,Electra and Other Plays,Sophocles/E.F. Watling,15
490,1549,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,23
491,1554,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,23
492,1555,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,11
493,1558,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,15
494,1559,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,23
495,1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,15
496,1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,7
497,1562,The Complete Plays,Aristophanes/Moses Hadas,15
498,1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,19
499,1566,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,15
500,1567,Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,11
501,1568,Acharnians,Aristophanes/Jeffrey Henderson,15
502,1571,Clouds,Aristophanes/Kenneth James Dover,7
503,1572,Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,7
504,1576,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,15
505,1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,15
506,1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,7
507,1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,7
508,1585,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,7
509,1586,Lysistrata,Aristophanes/Douglass Parker,11
510,1590,Peace,Aristophanes/S. Douglas Olson,23
511,1591,Lysistrata,Aristophanes/Sarah Ruden,15
512,1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,15
513,1595,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,7
514,1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,15
515,1620,The Night Gardener,George Pelecanos,15
516,1625,Twelfth Night,William Shakespeare,23
517,1627,Brokeback Mountain,Annie Proulx,11
518,1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,11
519,1634,Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,7
520,1642,Formas breves,Ricardo Piglia,23
521,1643,El último lector,Ricardo Piglia,11
522,1645,Money to Burn,Ricardo Piglia/Amanda Hopkinson,19
523,1646,Respiración artificial,Ricardo Piglia,15
524,1654,Plata quemada,Ricardo Piglia,23
525,1658,American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,19
526,1664,Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,19
527,1667,El túnel,Ernesto Sabato,19
528,1681,The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,19
529,1684,The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,11
530,1685,The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,11
531,1686,Augustine of Hippo: A Biography,Peter R.L. Brown,15
532,1693,On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,7
533,1698,Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,23
534,1702,Saint Augustine,Garry Wills,7
535,1703,Augustine: A Very Short Introduction,Henry Chadwick,11
536,1707,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,23
537,1709,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,23
538,1710,Confesiones de un chef,Anthony Bourdain,15
539,1713,The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,11
540,1715,Metamorphoses,Ovid/David Raeburn/Denis Feeney,15
541,1718,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,19
542,1720,Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,23
543,1721,Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,23
544,1722,Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,19
545,1725,The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,7
546,1728,The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,7
547,1729,Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,23
548,1730,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,19
549,1731,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,11
550,1744,Tibullus: A Commentary,Michael C.J. Putnam,15
551,1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,11
552,1752,Antigone,Sophocles/Reginald Gibbons/Charles Segal,15
553,1761,Antigone,Sophocles/Reginald Gibbons/Charles Segal,7
554,1771,Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,7
555,1796,The Iliad,Homer/Robert Fitzgerald,7
556,1800,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,23
557,1801,Reading Greek Tragedy,Simon Goldhill,19
558,1804,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,15
559,1805,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,23
560,1814,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,23
561,1815,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,19
562,1823,Them: Adventures with Extremists,Jon Ronson,19
563,1824,The Men Who Stare at Goats,Jon Ronson,19
564,1839,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,15
565,1843,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,15
566,1845,Into the Wild,Jon Krakauer,19
567,1846,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,11
568,1848,Wild Swans: Three Daughters of China,Jung Chang,23
569,1849,Wild Fire (John Corey  #4),Nelson DeMille,23
570,1850,Born to Be Wild,Catherine Coulter,11
571,1852,The Call of the Wild,Jack London/Avi,19
572,1853,Wild About Books,Judy Sierra/Marc Brown,11
573,1856,In Web Design for Libraries,Charles P. Rubenstein,7
574,1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,11
575,1877,The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,7
576,1879,The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,19
577,1883,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,11
578,1887,The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,7
579,1888,Pride and Prejudice,Jane Austen,11
580,1889,Pride & Prejudice,Jane Austen/Vivien Jones,23
581,1891,Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,7
582,1893,Pride and Prejudice,Jane Austen/Carol Howard,15
583,1894,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,15
584,1896,Iceland: Land of the Sagas,David  Roberts/Jon Krakauer,19
585,1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,7
586,1902,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,19
587,1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,19
588,1914,La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,15
589,1925,The Avalanche Handbook,David McClung/Peter Schaerer,19
590,1931,Avalanche,Arthur J. Roth,7
591,1934,Little Women,Louisa May Alcott,19
592,1935,Little Women (Little Women  #1),Louisa May Alcott/Scott McKowen,23
593,1936,Little Women,Louisa May Alcott/Paula Danziger,7
594,1937,Little Women,Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,15
595,1946,Little Women  Little Men  Jo's Boys,Louisa May Alcott/Elaine Showalter,19
596,1947,Little Women,Louisa May Alcott,23
597,1955,A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,7
